date_time,snow_accum_24_hour_set_1,snow_depth_set_1,precip_accum_24_hour_set_1
position,elevation,snow_accum_24_hour,snow_depth,precip_accum_24_hour
ft,ft,Inches,Inches,Inches
2023-05-23 08:00,0.0,0.0,0.0
2023-05-24 08:00,0.0,0.0,0.0
2023-05-25 08:00,0.0,0.0,0.0
2023-05-26 08:00,0.0,0.0,0.0
2023-05-27 08:00,0.0,0.0,0.0
2023-05-28 08:00,0.0,0.0,0.0
2023-05-29 08:00,0.0,0.0,0.0
2023-05-30 08:00,0.0,0.0,0.0
2023-05-31 08:00,0.0,0.0,0.0
2023-06-01 08:00,0.0,0.0,0.001
2023-06-02 06:00,0.0,0.0,0.0
2023-06-03 08:00,0.0,0.0,0.0
2023-06-04 08:00,0.0,0.0,0.0
2023-06-05 07:00,0.0,0.0,0.0
2023-06-06 08:00,0.0,0.0,0.0
2023-06-07 06:00,0.0,0.0,0.0
2023-06-08 05:00,0.0,0.0,0.0
2023-06-09 08:00,0.0,0.0,0.0
2023-06-10 08:00,0.0,0.0,0.0
2023-06-11 08:00,0.0,0.0,0.0
2023-06-12 08:00,0.0,0.0,0.21
2023-06-13 08:00,0.0,0.0,0.01
2023-06-14 08:00,0.0,0.0,1.01
2023-06-15 08:00,0.0,0.0,0.01
2023-06-16 08:00,0.0,0.0,0.0
2023-06-17 08:00,0.0,0.0,0.0
2023-06-18 08:00,0.0,0.0,0.0
2023-06-19 08:00,0.0,0.0,0.0
2023-06-20 06:00,0.0,0.0,0.0
2023-06-21 08:00,0.0,0.0,0.0
2023-06-22 08:00,0.0,0.0,0.0
2023-06-23 08:00,0.0,0.0,0.0
2023-06-24 08:00,0.0,0.0,0.0
2023-06-25 08:00,0.0,0.0,0.48
2023-06-26 06:00,0.0,0.0,1.29
2023-06-27 08:00,0.0,0.0,0.5
2023-06-28 08:00,0.0,0.0,0.001
2023-06-29 08:00,0.0,0.0,0.0
2023-06-30 08:00,0.0,0.0,0.0
2023-07-01 08:00,0.0,0.0,0.02
2023-07-02 08:00,0.0,0.0,0.53
2023-07-03 08:00,0.0,0.0,0.4
2023-07-04 08:00,0.0,0.0,0.0
2023-07-05 08:00,0.0,0.0,0.0
2023-07-06 08:00,0.0,0.0,0.001
2023-07-07 08:00,0.0,0.0,0.0
2023-07-08 08:00,0.0,0.0,0.38
2023-07-09 08:00,0.0,0.0,0.02
2023-07-10 08:00,0.0,0.0,0.0
2023-07-11 06:00,0.0,0.0,0.0
2023-07-12 08:00,0.0,0.0,0.41
2023-07-13 08:00,0.0,0.0,0.37
2023-07-14 08:00,0.0,0.0,0.0
2023-07-15 08:00,0.0,0.0,0.61
2023-07-16 08:00,0.0,0.0,0.07
2023-07-17 08:00,0.0,0.0,0.17
2023-07-18 08:00,0.0,0.0,0.0
2023-07-19 08:00,0.0,0.0,0.0
2023-07-20 08:00,0.0,0.0,0.0
2023-07-21 08:00,0.0,0.0,0.37
2023-07-22 08:00,0.0,0.0,0.0
2023-07-23 08:00,0.0,0.0,0.0
2023-08-02 08:00,0.0,0.0,0.0
2023-08-03 08:00,0.0,0.0,0.0
2023-08-04 08:00,0.0,0.0,0.0
2023-08-05 08:00,0.0,0.0,0.0
2023-08-06 08:00,0.0,0.0,0.53
2023-08-07 08:00,0.0,0.0,0.21
2023-08-08 08:00,0.0,0.0,0.13
2023-08-09 08:00,0.0,0.0,0.0
2023-08-10 06:00,0.0,0.0,0.06
2023-08-11 08:00,0.0,0.0,0.53
2023-08-12 08:00,0.0,0.0,0.0
2023-08-13 08:00,0.0,0.0,0.0
2023-08-14 08:00,0.0,0.0,0.0
2023-08-15 08:00,0.0,0.0,0.5
2023-08-16 08:00,0.0,0.0,0.04
2023-08-17 08:00,0.0,0.0,0.0
2023-08-18 08:00,0.0,0.0,0.67
2023-08-19 08:00,0.0,0.0,0.0
2023-08-20 08:00,0.0,0.0,0.0
2023-08-21 08:00,0.0,0.0,0.0
2023-08-22 06:00,0.0,0.0,0.0
2023-08-24 08:00,0.0,0.0,0.0
2023-08-25 08:00,0.0,0.0,0.0
2023-08-26 08:00,0.0,0.0,0.0
2023-08-27 08:00,0.0,0.0,0.0
2023-08-28 08:00,0.0,0.0,0.0
2023-08-29 08:00,0.0,0.0,0.0
2023-08-30 08:00,0.0,0.0,0.19
2023-08-31 08:00,0.0,0.0,0.0
2023-09-01 05:00,0.0,0.0,0.0
2023-09-02 08:00,0.0,0.0,0.0
2023-09-03 08:00,0.0,0.0,0.0
2023-09-04 08:00,0.0,0.0,0.0
2023-09-05 08:00,0.0,0.0,0.0
2023-09-06 05:00,0.0,0.0,0.0
2023-09-07 08:00,0.0,0.0,0.04
2023-09-08 08:00,0.0,0.0,0.01
2023-09-09 08:00,0.0,0.0,0.06
2023-09-10 08:00,0.0,0.0,0.0
2023-09-11 05:00,0.0,0.0,0.0
2023-09-12 08:00,0.0,0.0,0.21
2023-09-13 08:00,0.0,0.0,0.03
2023-09-14 08:00,0.0,0.0,0.0
2023-09-15 08:00,0.0,0.0,0.0
2023-09-16 08:00,0.0,0.0,0.0
2023-09-17 08:00,0.0,0.0,0.0
2023-09-18 08:00,0.0,0.0,0.02
2023-09-19 08:00,0.0,0.0,0.0
2023-09-20 08:00,0.0,0.0,0.01
2023-09-21 08:00,0.0,0.0,0.0
2023-09-22 08:00,0.0,0.0,0.0
2023-09-23 08:00,0.0,0.0,0.0
2023-09-24 08:00,0.0,0.0,0.0
2023-09-25 05:00,0.0,0.0,0.0
2023-09-26 08:00,0.0,0.0,0.0
2023-09-27 08:00,0.0,0.0,0.58
2023-09-28 08:00,0.0,0.0,0.72
2023-09-29 08:00,0.0,0.0,0.09
2023-09-30 08:00,0.0,0.0,0.0
2023-10-01 08:00,0.0,0.0,0.0
2023-10-02 05:00,0.0,0.0,0.0
2023-10-03 05:00,0.0,0.0,0.0
2023-10-04 08:00,0.0,0.0,0.0
2023-10-05 08:00,0.0,0.0,0.02
2023-10-06 08:00,0.0,0.0,1.41
2023-10-07 08:00,0.0,0.0,0.02
2023-10-08 08:00,0.0,0.0,0.01
2023-10-09 08:00,0.0,0.0,0.001
2023-10-10 08:00,0.0,0.0,0.0
2023-10-11 08:00,0.0,0.0,0.0
2023-10-12 08:00,0.0,0.0,0.35
2023-10-13 08:00,0.0,0.0,0.01
2023-10-14 08:00,0.0,0.0,0.46
2023-10-15 08:00,0.0,0.0,0.07
2023-10-16 08:00,0.0,0.0,0.08
2023-10-17 08:00,0.0,0.0,0.0
2023-10-18 08:00,0.0,0.0,0.0
2023-10-19 08:00,0.0,0.0,0.03
2023-10-20 08:00,0.0,0.0,0.8
2023-10-21 08:00,0.0,0.0,0.1
2023-10-22 08:00,0.0,0.0,0.21
2023-10-23 06:00,0.0,0.0,0.0
2023-10-24 08:00,0.0,0.0,0.0
2023-10-25 08:00,0.0,0.0,0.0
2023-10-26 08:00,0.0,0.0,0.08
2023-10-27 08:00,0.0,0.0,0.13
2023-10-28 08:00,0.0,0.0,0.16
2023-10-29 08:00,0.0,0.0,0.33
2023-10-30 08:00,0.0,0.0,0.32
2023-10-31 08:00,0.0,0.0,0.0
2023-11-01 08:00,0.0,0.0,0.0
2023-11-02 08:00,0.0,0.0,0.0
2023-11-03 05:00,0.0,0.0,0.0
2023-11-04 08:00,0.0,0.0,0.0
2023-11-05 08:00,0.0,0.0,0.0
2023-11-06 08:00,0.0,0.0,0.0
2023-11-07 08:00,0.0,0.0,0.0
2023-11-08 08:00,0.0,0.0,0.0
2023-11-09 08:00,0.0,0.0,0.0
2023-11-10 05:00,0.0,0.0,0.0
2023-11-11 08:00,0.0,0.0,0.0
2023-11-12 08:00,0.0,0.0,0.0
2023-11-13 05:00,0.0,0.0,0.0
2023-11-14 05:00,0.0,0.0,0.0
2023-11-15 08:00,0.0,0.0,0.0
2023-11-16 05:00,0.0,0.0,0.0
2023-11-17 08:00,0.0,0.0,0.0
2023-11-18 08:00,0.0,0.0,0.001
2023-11-19 08:00,0.0,0.0,0.0
2023-11-20 08:00,0.0,0.0,0.0
2023-11-21 08:00,0.0,0.0,0.15
2023-11-22 08:00,0.0,0.0,0.1
2023-11-23 08:00,0.0,0.0,0.0
2023-11-24 08:00,0.0,0.0,0.0
2023-11-25 08:00,0.0,0.0,0.0
2023-11-26 08:00,0.0,0.0,0.0
2023-11-27 08:00,2.0,0.001,0.16
2023-11-28 08:00,0.001,0.001,0.01
2023-11-29 08:00,0.001,0.001,0.001
2023-11-30 08:00,0.0,0.0,0.0
2023-12-01 05:00,0.0,0.0,0.06
2023-12-02 08:00,0.0,0.0,0.45
2023-12-03 08:00,0.0,0.0,0.03
2023-12-04 08:00,0.0,0.0,0.09
2023-12-05 08:00,0.001,0.001,0.01
2023-12-06 08:00,0.001,0.001,0.16
2023-12-07 08:00,0.0,0.0,0.0
2023-12-08 05:00,0.0,0.0,0.0
2023-12-09 08:00,0.0,0.0,0.001
2023-12-10 08:00,0.0,0.0,0.0
2023-12-11 05:00,0.0,0.0,0.001
2023-12-12 06:00,0.0,0.0,0.0
2023-12-13 08:00,0.0,0.0,0.0
2023-12-14 08:00,0.0,0.0,0.0
2023-12-15 08:00,0.0,0.0,0.0
2023-12-16 08:00,0.0,0.0,0.0
2023-12-17 08:00,0.0,0.0,0.34
2023-12-18 08:00,0.001,0.001,0.05
2023-12-19 08:00,1.0,0.001,0.07
2023-12-20 08:00,0.0,0.0,0.0
2023-12-21 08:00,0.0,0.0,0.0
2023-12-22 08:00,0.0,0.0,0.001
2023-12-23 08:00,0.0,0.0,0.57
2023-12-24 08:00,0.0,0.0,0.02
2023-12-25 08:00,0.0,0.0,0.001
2023-12-26 08:00,0.0,0.0,0.18
2023-12-27 08:00,0.0,0.0,0.001
2023-12-28 08:00,0.0,0.0,0.23
2023-12-29 08:00,0.0,0.0,0.13
2023-12-30 08:00,0.0,0.0,0.06
2023-12-31 08:00,0.0,0.0,0.0
