0111,2023-05-13,43.59
0111,2023-06-13,30.49
0111,2023-07-16,42.58
0111,2023-07-16,42.58
0111,2023-07-30,39.49
0111,2023-07-30,39.49
0111,2023-08-10,44.9
0112,2023-06-21,29.39
0112,2023-08-15,42.48
0113,2023-07-05,37.53
0114,2023-07-29,43.98
0114,2023-08-09,52.36
0114,2023-08-09,52.36
0115,2023-08-10,37.5
0116,2023-06-25,43.61
0116,2023-08-12,53.8
0118,2023-08-15,38.59
0554,2023-08-12,47.35
0555,2023-07-09,46.77
0555,2023-07-17,49.57
0556,2023-07-09,18.26
0556,2023-07-25,27.72
0556,2023-07-25,27.72
0556,2023-07-25,27.72
0557,2023-07-16,35.2
0557,2023-07-16,35.2
0557,2023-07-29,33.09
0557,2023-08-07,38.22
0111,2023-05-13,43.59
0111,2023-06-13,30.49
0111,2023-07-16,42.58
0111,2023-07-16,42.58
0111,2023-07-30,39.49
0111,2023-07-30,39.49
0111,2023-08-10,44.9
0112,2023-06-21,29.39
0112,2023-08-15,42.48
0113,2023-07-05,37.53
0114,2023-07-29,43.98
0114,2023-08-09,52.36
0114,2023-08-09,52.36
0115,2023-08-10,37.5
0116,2023-06-25,43.61
0116,2023-08-12,53.8
0118,2023-08-15,38.59
0554,2023-08-12,47.35
0555,2023-07-09,46.77
0555,2023-07-17,49.57
0556,2023-07-09,18.26
0556,2023-07-25,27.72
0556,2023-07-25,27.72
0556,2023-07-25,27.72
0557,2023-07-16,35.2
0557,2023-07-16,35.2
0557,2023-07-29,33.09
0557,2023-08-07,38.22
0111,2023-05-13,43.59
0111,2023-06-13,30.49
0111,2023-07-16,42.58
0111,2023-07-16,42.58
0111,2023-07-30,39.49
0111,2023-07-30,39.49
0111,2023-08-10,44.9
0112,2023-06-21,29.39
0112,2023-08-15,42.48
0113,2023-07-05,37.53
0114,2023-07-29,43.98
0114,2023-08-09,52.36
0114,2023-08-09,52.36
0115,2023-08-10,37.5
0116,2023-06-25,43.61
0116,2023-08-12,53.8
0118,2023-08-15,38.59
0554,2023-08-12,47.35
0555,2023-07-09,46.77
0555,2023-07-17,49.57
0556,2023-07-09,18.26
0556,2023-07-25,27.72
0556,2023-07-25,27.72
0556,2023-07-25,27.72
0557,2023-07-16,35.2
0557,2023-07-16,35.2
0557,2023-07-29,33.09
0557,2023-08-07,38.22
0111,2023-05-13,43.59
0111,2023-06-13,30.49
0111,2023-07-16,42.58
0111,2023-07-16,42.58
0111,2023-07-30,39.49
0111,2023-07-30,39.49
0111,2023-08-10,44.9
0112,2023-06-21,29.39
0112,2023-08-15,42.48
0113,2023-07-05,37.53
0114,2023-07-29,43.98
0114,2023-08-09,52.36
0114,2023-08-09,52.36
0115,2023-08-10,37.5
0116,2023-06-25,43.61
0116,2023-08-12,53.8
0118,2023-08-15,38.59
0554,2023-08-12,47.35
0555,2023-07-09,46.77
0555,2023-07-17,49.57
0556,2023-07-09,18.26
0556,2023-07-25,27.72
0556,2023-07-25,27.72
0556,2023-07-25,27.72
0557,2023-07-16,35.2
0557,2023-07-16,35.2
0557,2023-07-29,33.09
0557,2023-08-07,38.22
0111,2023-05-13,43.59
0111,2023-06-13,30.49
0111,2023-07-16,42.58
0111,2023-07-16,42.58
0111,2023-07-30,39.49
0111,2023-07-30,39.49
0111,2023-08-10,44.9
0112,2023-06-21,29.39
0112,2023-08-15,42.48
0113,2023-07-05,37.53
0114,2023-07-29,43.98
0114,2023-08-09,52.36
0114,2023-08-09,52.36
0115,2023-08-10,37.5
0116,2023-06-25,43.61
0116,2023-08-12,53.8
0118,2023-08-15,38.59
0554,2023-08-12,47.35
0555,2023-07-09,46.77
0555,2023-07-17,49.57
0556,2023-07-09,18.26
0556,2023-07-25,27.72
0556,2023-07-25,27.72
0556,2023-07-25,27.72
0557,2023-07-16,35.2
0557,2023-07-16,35.2
0557,2023-07-29,33.09
0557,2023-08-07,38.22
0111,2023-05-13,43.59
0111,2023-06-13,30.49
0111,2023-07-16,42.58
0111,2023-07-16,42.58
0111,2023-07-30,39.49
0111,2023-07-30,39.49
0111,2023-08-10,44.9
0112,2023-06-21,29.39
0112,2023-08-15,42.48
0113,2023-07-05,37.53
0114,2023-07-29,43.98
0114,2023-08-09,52.36
0114,2023-08-09,52.36
0115,2023-08-10,37.5
0116,2023-06-25,43.61
0116,2023-08-12,53.8
0118,2023-08-15,38.59
0554,2023-08-12,47.35
0555,2023-07-09,46.77
0555,2023-07-17,49.57
0556,2023-07-09,18.26
0556,2023-07-25,27.72
0556,2023-07-25,27.72
0556,2023-07-25,27.72
0557,2023-07-16,35.2
0557,2023-07-16,35.2
0557,2023-07-29,33.09
0557,2023-08-07,38.22
0111,2023-05-13,43.59
0111,2023-06-13,30.49
0111,2023-07-16,42.58
0111,2023-07-16,42.58
0111,2023-07-30,39.49
0111,2023-07-30,39.49
0111,2023-08-10,44.9
0112,2023-06-21,29.39
0112,2023-08-15,42.48
0113,2023-07-05,37.53
0114,2023-07-29,43.98
0114,2023-08-09,52.36
0114,2023-08-09,52.36
0115,2023-08-10,37.5
0116,2023-06-25,43.61
0116,2023-08-12,53.8
0118,2023-08-15,38.59
0554,2023-08-12,47.35
0555,2023-07-09,46.77
0555,2023-07-17,49.57
0556,2023-07-09,18.26
0556,2023-07-25,27.72
0556,2023-07-25,27.72
0556,2023-07-25,27.72
0557,2023-07-16,35.2
0557,2023-07-16,35.2
0557,2023-07-29,33.09
0557,2023-08-07,38.22
0111,2023-05-13,43.59
0111,2023-06-13,30.49
0111,2023-07-16,42.58
0111,2023-07-16,42.58
0111,2023-07-30,39.49
0111,2023-07-30,39.49
0111,2023-08-10,44.9
0112,2023-06-21,29.39
0112,2023-08-15,42.48
0113,2023-07-05,37.53
0114,2023-07-29,43.98
0114,2023-08-09,52.36
0114,2023-08-09,52.36
0115,2023-08-10,37.5
0116,2023-06-25,43.61
0116,2023-08-12,53.8
0118,2023-08-15,38.59
0554,2023-08-12,47.35
0555,2023-07-09,46.77
0555,2023-07-17,49.57
0556,2023-07-09,18.26
0556,2023-07-25,27.72
0556,2023-07-25,27.72
0556,2023-07-25,27.72
0557,2023-07-16,35.2
0557,2023-07-16,35.2
0557,2023-07-29,33.09
0557,2023-08-07,38.22
0111,2023-05-13,43.59
0111,2023-06-13,30.49
0111,2023-07-16,42.58
0111,2023-07-16,42.58
0111,2023-07-30,39.49
0111,2023-07-30,39.49
0111,2023-08-10,44.9
0112,2023-06-21,29.39
0112,2023-08-15,42.48
0113,2023-07-05,37.53
0114,2023-07-29,43.98
0114,2023-08-09,52.36
0114,2023-08-09,52.36
0115,2023-08-10,37.5
0116,2023-06-25,43.61
0116,2023-08-12,53.8
0118,2023-08-15,38.59
0554,2023-08-12,47.35
0555,2023-07-09,46.77
0555,2023-07-17,49.57
0556,2023-07-09,18.26
0556,2023-07-25,27.72
0556,2023-07-25,27.72
0556,2023-07-25,27.72
0557,2023-07-16,35.2
0557,2023-07-16,35.2
0557,2023-07-29,33.09
0557,2023-08-07,38.22
0111,2023-05-13,43.59
0111,2023-06-13,30.49
0111,2023-07-16,42.58
0111,2023-07-16,42.58
0111,2023-07-30,39.49
0111,2023-07-30,39.49
0111,2023-08-10,44.9
0112,2023-06-21,29.39
0112,2023-08-15,42.48
0113,2023-07-05,37.53
0114,2023-07-29,43.98
0114,2023-08-09,52.36
0114,2023-08-09,52.36
0115,2023-08-10,37.5
0116,2023-06-25,43.61
0116,2023-08-12,53.8
0118,2023-08-15,38.59
0554,2023-08-12,47.35
0555,2023-07-09,46.77
0555,2023-07-17,49.57
0556,2023-07-09,18.26
0556,2023-07-25,27.72
0556,2023-07-25,27.72
0556,2023-07-25,27.72
0557,2023-07-16,35.2
0557,2023-07-16,35.2
0557,2023-07-29,33.09
0557,2023-08-07,38.22
0111,2023-05-13,43.59
0111,2023-06-13,30.49
0111,2023-07-16,42.58
0111,2023-07-16,42.58
0111,2023-07-30,39.49
0111,2023-07-30,39.49
0111,2023-08-10,44.9
0112,2023-06-21,29.39
0112,2023-08-15,42.48
0113,2023-07-05,37.53
0114,2023-07-29,43.98
0114,2023-08-09,52.36
0114,2023-08-09,52.36
0115,2023-08-10,37.5
0116,2023-06-25,43.61
0116,2023-08-12,53.8
0118,2023-08-15,38.59
0554,2023-08-12,47.35
0555,2023-07-09,46.77
0555,2023-07-17,49.57
0556,2023-07-09,18.26
0556,2023-07-25,27.72
0556,2023-07-25,27.72
0556,2023-07-25,27.72
0557,2023-07-16,35.2
0557,2023-07-16,35.2
0557,2023-07-29,33.09
0557,2023-08-07,38.22
0111,2023-05-13,43.59
0111,2023-06-13,30.49
0111,2023-07-16,42.58
0111,2023-07-16,42.58
0111,2023-07-30,39.49
0111,2023-07-30,39.49
0111,2023-08-10,44.9
0112,2023-06-21,29.39
0112,2023-08-15,42.48
0113,2023-07-05,37.53
0114,2023-07-29,43.98
0114,2023-08-09,52.36
0114,2023-08-09,52.36
0115,2023-08-10,37.5
0116,2023-06-25,43.61
0116,2023-08-12,53.8
0118,2023-08-15,38.59
0554,2023-08-12,47.35
0555,2023-07-09,46.77
0555,2023-07-17,49.57
0556,2023-07-09,18.26
0556,2023-07-25,27.72
0556,2023-07-25,27.72
0556,2023-07-25,27.72
0557,2023-07-16,35.2
0557,2023-07-16,35.2
0557,2023-07-29,33.09
0557,2023-08-07,38.22
0111,2023-05-13,43.59
0111,2023-06-13,30.49
0111,2023-07-16,42.58
0111,2023-07-16,42.58
0111,2023-07-30,39.49
0111,2023-07-30,39.49
0111,2023-08-10,44.9
0112,2023-06-21,29.39
0112,2023-08-15,42.48
0113,2023-07-05,37.53
0114,2023-07-29,43.98
0114,2023-08-09,52.36
0114,2023-08-09,52.36
0115,2023-08-10,37.5
0116,2023-06-25,43.61
0116,2023-08-12,53.8
0118,2023-08-15,38.59
0554,2023-08-12,47.35
0555,2023-07-09,46.77
0555,2023-07-17,49.57
0556,2023-07-09,18.26
0556,2023-07-25,27.72
0556,2023-07-25,27.72
0556,2023-07-25,27.72
0557,2023-07-16,35.2
0557,2023-07-16,35.2
0557,2023-07-29,33.09
0557,2023-08-07,38.22
0111,2023-05-13,43.59
0111,2023-06-13,30.49
0111,2023-07-16,42.58
0111,2023-07-16,42.58
0111,2023-07-30,39.49
0111,2023-07-30,39.49
0111,2023-08-10,44.9
0112,2023-06-21,29.39
0112,2023-08-15,42.48
0113,2023-07-05,37.53
0114,2023-07-29,43.98
0114,2023-08-09,52.36
0114,2023-08-09,52.36
0115,2023-08-10,37.5
0116,2023-06-25,43.61
0116,2023-08-12,53.8
0118,2023-08-15,38.59
0554,2023-08-12,47.35
0555,2023-07-09,46.77
0555,2023-07-17,49.57
0556,2023-07-09,18.26
0556,2023-07-25,27.72
0556,2023-07-25,27.72
0556,2023-07-25,27.72
0557,2023-07-16,35.2
0557,2023-07-16,35.2
0557,2023-07-29,33.09
0557,2023-08-07,38.22
0111,2023-05-14,43.59
0111,2023-06-14,30.49
0111,2023-07-17,42.58
0111,2023-07-17,42.58
0111,2023-07-31,39.49
0111,2023-07-31,39.49
0111,2023-08-11,44.9
0112,2023-06-22,29.39
0112,2023-08-16,42.48
0113,2023-07-06,37.53
0114,2023-07-30,43.98
0114,2023-08-10,52.36
0114,2023-08-10,52.36
0115,2023-08-11,37.5
0116,2023-06-26,43.61
0116,2023-08-13,53.8
0118,2023-08-16,38.59
0554,2023-08-13,47.35
0555,2023-07-10,46.77
0555,2023-07-18,49.57
0556,2023-07-10,18.26
0556,2023-07-26,27.72
0556,2023-07-26,27.72
0556,2023-07-26,27.72
0557,2023-07-17,35.2
0557,2023-07-17,35.2
0557,2023-07-30,33.09
0557,2023-08-08,38.22
0111,2023-05-14,43.59
0111,2023-06-14,30.49
0111,2023-07-17,42.58
0111,2023-07-17,42.58
0111,2023-07-31,39.49
0111,2023-07-31,39.49
0111,2023-08-11,44.9
0112,2023-06-22,29.39
0112,2023-08-16,42.48
0113,2023-07-06,37.53
0114,2023-07-30,43.98
0114,2023-08-10,52.36
0114,2023-08-10,52.36
0115,2023-08-11,37.5
0116,2023-06-26,43.61
0116,2023-08-13,53.8
0118,2023-08-16,38.59
0554,2023-08-13,47.35
0555,2023-07-10,46.77
0555,2023-07-18,49.57
0556,2023-07-10,18.26
0556,2023-07-26,27.72
0556,2023-07-26,27.72
0556,2023-07-26,27.72
0557,2023-07-17,35.2
0557,2023-07-17,35.2
0557,2023-07-30,33.09
0557,2023-08-08,38.22
0111,2023-05-14,43.59
0111,2023-06-14,30.49
0111,2023-07-17,42.58
0111,2023-07-17,42.58
0111,2023-07-31,39.49
0111,2023-07-31,39.49
0111,2023-08-11,44.9
0112,2023-06-22,29.39
0112,2023-08-16,42.48
0113,2023-07-06,37.53
0114,2023-07-30,43.98
0114,2023-08-10,52.36
0114,2023-08-10,52.36
0115,2023-08-11,37.5
0116,2023-06-26,43.61
0116,2023-08-13,53.8
0118,2023-08-16,38.59
0554,2023-08-13,47.35
0555,2023-07-10,46.77
0555,2023-07-18,49.57
0556,2023-07-10,18.26
0556,2023-07-26,27.72
0556,2023-07-26,27.72
0556,2023-07-26,27.72
0557,2023-07-17,35.2
0557,2023-07-17,35.2
0557,2023-07-30,33.09
0557,2023-08-08,38.22
0111,2023-05-14,43.59
0111,2023-06-14,30.49
0111,2023-07-17,42.58
0111,2023-07-17,42.58
0111,2023-07-31,39.49
0111,2023-07-31,39.49
0111,2023-08-11,44.9
0111,2023-08-11,44.9
0112,2023-06-22,29.39
0112,2023-08-16,42.48
0112,2023-08-16,42.48
0113,2023-07-06,37.53
0113,2023-07-06,37.53
0113,2023-07-18,41.59
0114,2023-07-30,43.98
0114,2023-08-10,52.36
0114,2023-08-10,52.36
0115,2023-08-11,37.5
0116,2023-06-26,43.61
0116,2023-08-13,53.8
0118,2023-08-16,38.59
0118,2023-08-16,38.59
0554,2023-08-13,47.35
0554,2023-08-13,47.35
0555,2023-07-10,46.77
0555,2023-07-18,49.57
0556,2023-07-10,18.26
0556,2023-07-26,27.72
0556,2023-07-26,27.72
0556,2023-07-26,27.72
0557,2023-07-17,35.2
0557,2023-07-17,35.2
0557,2023-07-30,33.09
0557,2023-08-08,38.22
0111,2023-05-15,39.79
0111,2023-06-27,31.49
0111,2023-08-07,50.81
0111,2023-08-07,50.81
0111,2023-08-07,50.81
0111,2023-08-07,50.81
0112,2023-05-31,41.96
0112,2023-05-31,41.96
0112,2023-05-31,41.96
0112,2023-07-01,37.71
0112,2023-08-15,44.68
0112,2023-08-15,44.68
0113,2023-06-23,36.58
0113,2023-06-23,36.58
0114,2023-08-03,32.5
0114,2023-08-16,45.27
0114,2023-08-16,45.27
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0118,2023-05-31,36.02
0118,2023-05-31,36.02
0118,2023-05-31,36.02
0118,2023-07-22,34.14
0118,2023-07-25,35.4
0118,2023-07-31,38.29
0118,2023-08-15,36.59
0118,2023-08-15,36.59
0556,2023-07-01,22.64
0556,2023-07-10,24.11
0556,2023-07-19,20.77
0556,2023-07-23,32.73
0556,2023-07-26,33.46
0557,2023-07-11,35.36
0557,2023-07-11,35.36
0557,2023-07-31,35.47
0558,2023-08-04,46.36
0111,2023-05-15,39.79
0111,2023-06-27,31.49
0111,2023-08-07,50.81
0111,2023-08-07,50.81
0111,2023-08-07,50.81
0111,2023-08-07,50.81
0112,2023-05-31,41.96
0112,2023-05-31,41.96
0112,2023-05-31,41.96
0112,2023-07-01,37.71
0112,2023-08-15,44.68
0112,2023-08-15,44.68
0113,2023-06-23,36.58
0113,2023-06-23,36.58
0114,2023-08-03,32.5
0114,2023-08-16,45.27
0114,2023-08-16,45.27
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0118,2023-05-31,36.02
0118,2023-05-31,36.02
0118,2023-05-31,36.02
0118,2023-07-22,34.14
0118,2023-07-25,35.4
0118,2023-07-31,38.29
0118,2023-08-15,36.59
0118,2023-08-15,36.59
0556,2023-07-01,22.64
0556,2023-07-10,24.11
0556,2023-07-19,20.77
0556,2023-07-23,32.73
0556,2023-07-26,33.46
0557,2023-07-11,35.36
0557,2023-07-11,35.36
0557,2023-07-31,35.47
0558,2023-08-04,46.36
0111,2023-05-15,39.79
0111,2023-06-27,31.49
0111,2023-08-07,50.81
0111,2023-08-07,50.81
0111,2023-08-07,50.81
0111,2023-08-07,50.81
0112,2023-05-31,41.96
0112,2023-05-31,41.96
0112,2023-05-31,41.96
0112,2023-07-01,37.71
0112,2023-08-15,44.68
0112,2023-08-15,44.68
0113,2023-06-23,36.58
0113,2023-06-23,36.58
0114,2023-08-03,32.5
0114,2023-08-16,45.27
0114,2023-08-16,45.27
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0118,2023-05-31,36.02
0118,2023-05-31,36.02
0118,2023-05-31,36.02
0118,2023-07-22,34.14
0118,2023-07-25,35.4
0118,2023-07-31,38.29
0118,2023-08-15,36.59
0118,2023-08-15,36.59
0556,2023-07-01,22.64
0556,2023-07-10,24.11
0556,2023-07-19,20.77
0556,2023-07-23,32.73
0556,2023-07-26,33.46
0557,2023-07-11,35.36
0557,2023-07-11,35.36
0557,2023-07-31,35.47
0558,2023-08-04,46.36
0111,2023-05-15,39.79
0111,2023-06-27,31.49
0111,2023-08-07,50.81
0111,2023-08-07,50.81
0111,2023-08-07,50.81
0111,2023-08-07,50.81
0112,2023-05-31,41.96
0112,2023-05-31,41.96
0112,2023-05-31,41.96
0112,2023-07-01,37.71
0112,2023-08-15,44.68
0112,2023-08-15,44.68
0113,2023-06-23,36.58
0113,2023-06-23,36.58
0114,2023-08-03,32.5
0114,2023-08-16,45.27
0114,2023-08-16,45.27
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-05-31,49.3
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0116,2023-06-26,47.04
0118,2023-05-31,36.02
0118,2023-05-31,36.02
0118,2023-05-31,36.02
0118,2023-07-22,34.14
0118,2023-07-25,35.4
0118,2023-07-31,38.29
0118,2023-08-15,36.59
0118,2023-08-15,36.59
0556,2023-07-01,22.64
0556,2023-07-10,24.11
0556,2023-07-19,20.77
0556,2023-07-23,32.73
0556,2023-07-26,33.46
0557,2023-07-11,35.36
0557,2023-07-11,35.36
0557,2023-07-31,35.47
0558,2023-08-04,46.36
0111,2023-07-17,42.58
0111,2023-07-17,42.58
0111,2023-07-31,39.49
0111,2023-08-08,48.62
0111,2023-08-08,48.62
0112,2023-06-22,29.39
0112,2023-08-15,43.04
0112,2023-08-15,43.04
0114,2023-05-31,35.92
0114,2023-07-30,43.98
0114,2023-08-10,52.36
0114,2023-08-10,52.36
0116,2023-06-24,36.85
0118,2023-07-01,33.35
0118,2023-07-30,40.46
0118,2023-08-10,48.92
0118,2023-08-10,48.92
0556,2023-07-10,18.26
0556,2023-07-18,23.06
0556,2023-07-26,27.72
0556,2023-07-26,27.72
0557,2023-07-13,32.72
0557,2023-07-13,32.72
0557,2023-07-30,33.09
0557,2023-08-08,38.22
0111,2023-07-17,42.58
0111,2023-07-17,42.58
0111,2023-07-31,39.49
0111,2023-08-08,48.62
0111,2023-08-08,48.62
0112,2023-06-22,29.39
0112,2023-08-15,43.04
0112,2023-08-15,43.04
0114,2023-05-31,35.92
0114,2023-07-30,43.98
0114,2023-08-10,52.36
0114,2023-08-10,52.36
0116,2023-06-24,36.85
0118,2023-07-01,33.35
0118,2023-07-30,40.46
0118,2023-08-10,48.92
0118,2023-08-10,48.92
0556,2023-07-10,18.26
0556,2023-07-18,23.06
0556,2023-07-26,27.72
0556,2023-07-26,27.72
0557,2023-07-13,32.72
0557,2023-07-13,32.72
0557,2023-07-30,33.09
0557,2023-08-08,38.22
0111,2023-07-17,42.58
0111,2023-07-17,42.58
0111,2023-07-31,39.49
0111,2023-08-08,48.62
0111,2023-08-08,48.62
0112,2023-06-22,29.39
0112,2023-08-15,43.04
0112,2023-08-15,43.04
0114,2023-05-31,35.92
0114,2023-07-30,43.98
0114,2023-08-10,52.36
0114,2023-08-10,52.36
0116,2023-06-24,36.85
0118,2023-07-01,33.35
0118,2023-07-30,40.46
0118,2023-08-10,48.92
0118,2023-08-10,48.92
0556,2023-07-10,18.26
0556,2023-07-18,23.06
0556,2023-07-26,27.72
0556,2023-07-26,27.72
0557,2023-07-13,32.72
0557,2023-07-13,32.72
0557,2023-07-30,33.09
0557,2023-08-08,38.22
0111,2023-04-12,42.78
0111,2023-04-12,42.78
0111,2023-05-14,43.59
0111,2023-07-17,42.58
0111,2023-07-17,42.58
0111,2023-07-31,39.49
0111,2023-08-08,48.62
0111,2023-08-08,48.62
0112,2023-04-12,41.91
0112,2023-04-12,41.91
0112,2023-06-22,29.39
0112,2023-08-15,43.04
0112,2023-08-15,43.04
0113,2023-04-12,21.69
0113,2023-04-12,21.69
0113,2023-04-12,21.69
0113,2023-04-12,21.69
0114,2023-04-12,34.34
0114,2023-04-12,34.34
0114,2023-04-12,34.34
0114,2023-05-31,35.92
0114,2023-07-30,43.98
0114,2023-08-10,52.36
0114,2023-08-10,52.36
0116,2023-04-12,36.92
0116,2023-04-12,36.92
0116,2023-04-12,36.92
0116,2023-04-12,36.92
0116,2023-06-24,36.85
0118,2023-04-12,32.44
0118,2023-04-12,32.44
0118,2023-04-12,32.44
0118,2023-04-12,32.44
0118,2023-04-12,32.44
0118,2023-04-12,32.44
0118,2023-07-01,33.35
0118,2023-07-30,40.46
0118,2023-08-10,48.92
0118,2023-08-10,48.92
0556,2023-07-10,18.26
0556,2023-07-18,23.06
0556,2023-07-26,27.72
0556,2023-07-26,27.72
0557,2023-07-13,32.72
0557,2023-07-13,32.72
0557,2023-07-30,33.09
0557,2023-08-08,38.22
0111,2023-04-12,42.78
0111,2023-04-12,42.78
0111,2023-05-14,43.59
0111,2023-07-17,42.58
0111,2023-07-17,42.58
0111,2023-07-31,39.49
0111,2023-08-08,48.62
0111,2023-08-08,48.62
0112,2023-04-12,41.91
0112,2023-04-12,41.91
0112,2023-06-22,29.39
0112,2023-08-15,43.04
0112,2023-08-15,43.04
0113,2023-04-12,21.69
0113,2023-04-12,21.69
0113,2023-04-12,21.69
0113,2023-04-12,21.69
0114,2023-04-12,34.34
0114,2023-04-12,34.34
0114,2023-04-12,34.34
0114,2023-05-31,35.92
0114,2023-07-30,43.98
0114,2023-08-10,52.36
0114,2023-08-10,52.36
0116,2023-04-12,36.92
0116,2023-04-12,36.92
0116,2023-04-12,36.92
0116,2023-04-12,36.92
0116,2023-06-24,36.85
0118,2023-04-12,32.44
0118,2023-04-12,32.44
0118,2023-04-12,32.44
0118,2023-04-12,32.44
0118,2023-04-12,32.44
0118,2023-04-12,32.44
0118,2023-07-01,33.35
0118,2023-07-30,40.46
0118,2023-08-10,48.92
0118,2023-08-10,48.92
0556,2023-07-10,18.26
0556,2023-07-18,23.06
0556,2023-07-26,27.72
0556,2023-07-26,27.72
0557,2023-07-13,32.72
0557,2023-07-13,32.72
0557,2023-07-30,33.09
0557,2023-08-08,38.22
0111,2023-04-12,42.78
0111,2023-04-12,42.78
0111,2023-05-14,43.59
0111,2023-07-17,42.58
0111,2023-07-17,42.58
0111,2023-07-31,39.49
0111,2023-08-08,48.62
0111,2023-08-08,48.62
0112,2023-04-12,41.91
0112,2023-04-12,41.91
0112,2023-06-22,29.39
0112,2023-08-15,43.04
0112,2023-08-15,43.04
0113,2023-04-12,21.69
0113,2023-04-12,21.69
0113,2023-04-12,21.69
0113,2023-04-12,21.69
0114,2023-04-12,34.34
0114,2023-04-12,34.34
0114,2023-04-12,34.34
0114,2023-05-31,35.92
0114,2023-07-30,43.98
0114,2023-08-10,52.36
0114,2023-08-10,52.36
0116,2023-04-12,36.92
0116,2023-04-12,36.92
0116,2023-04-12,36.92
0116,2023-04-12,36.92
0116,2023-06-24,36.85
0118,2023-04-12,32.44
0118,2023-04-12,32.44
0118,2023-04-12,32.44
0118,2023-04-12,32.44
0118,2023-04-12,32.44
0118,2023-04-12,32.44
0118,2023-07-01,33.35
0118,2023-07-30,40.46
0118,2023-08-10,48.92
0118,2023-08-10,48.92
0556,2023-07-10,18.26
0556,2023-07-18,23.06
0556,2023-07-26,27.72
0556,2023-07-26,27.72
0557,2023-07-13,32.72
0557,2023-07-13,32.72
0557,2023-07-30,33.09
0557,2023-08-08,38.22
0111,2023-07-17,42.58
0111,2023-07-17,42.58
0111,2023-07-31,39.49
0111,2023-08-08,48.62
0111,2023-08-08,48.62
0112,2023-06-22,29.39
0112,2023-08-15,43.04
0112,2023-08-15,43.04
0114,2023-05-31,35.92
0114,2023-07-30,43.98
0114,2023-08-10,52.36
0114,2023-08-10,52.36
0116,2023-06-24,36.85
0118,2023-07-01,33.35
0118,2023-07-30,40.46
0118,2023-08-10,48.92
0118,2023-08-10,48.92
0556,2023-07-10,18.26
0556,2023-07-18,23.06
0556,2023-07-26,27.72
0556,2023-07-26,27.72
0557,2023-07-13,32.72
0557,2023-07-13,32.72
0557,2023-07-30,33.09
0557,2023-08-08,38.22
